state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,populationsource,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
IL,1996,14.9,69,161.9,104.8,107.9,184.6,171.7,126.4,56.8,12.4,7.1,24.4,51.7,34.9,36.4,54.5,33.3,17.2,9.8,3.5,5.9,35.1,87.5,55.3,56.5,103.8,112.6,89.5,38.4,7.1,1214.4,694.5,591.2,631.6,644.2,525.3,295.4,192,254.3,490.3,1280,17510,25750,43260,44540,73340,77000,63510,29240,5800,610,6190,8230,14420,15030,21670,14920,8640,5030,1640,505,8913,13918,22831,23336,41253,50489,45007,19758,3337,160,2400,3610,6010,6170,10420,11590,9870,4450,830,86115,253842,159107,412949,412949,397296,448439,502657,514653,467168,SEER,2743162,66920,183180,107,66.8,24.4,365.3,43330,293430,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2000,11,53.8,139.5,88.1,90.3,173.4,170.2,137.3,61.8,13.5,5.1,18.9,41.2,27.8,28.8,45.4,31,16.5,8.8,2.9,4.5,27.6,78.5,47.9,48.8,102.9,113.4,99.3,43.4,8.6,1132,684,525,579.9,590.1,441.1,273.6,166.2,203.1,331.6,960,13960,24110,38070,39030,72520,74510,62670,30800,6720,440,4890,7120,12010,12450,18980,13580,7530,4400,1430,391,7152,13562,20714,21105,43033,49639,45322,21640,4297,120,1920,3420,5340,5470,10500,11290,9820,4770,1000,87096,259518,172810,432328,432328,418314,437885,456542,498419,499318,SEER,2742806,58370,185036,104.4,67.5,21.3,315.5,42840,286250,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2005,7.8,39.9,110.8,67.3,68.9,147.9,167.6,142.1,72.5,15.5,3.3,13.1,28.8,19.1,19.8,34.4,27,17,9.7,3.1,3.5,21.3,65.9,38.5,39.2,91.7,115,102.8,51.6,10.1,942.9,613.1,437.1,496.9,505.1,374.5,234.4,165.3,187.2,305,710,10860,18910,29760,30480,64200,71840,61630,32410,7530,300,3550,4920,8470,8770,14920,11550,7370,4310,1500,319,5792,11249,17041,17360,39829,49280,44597,23052,4902,90,1510,2740,4250,4350,9460,11010,9660,5040,1130,91168,271754,170715,442469,442469,434166,428576,433781,446753,485896,SEER,2671641,48420,179020,100.3,67,18.1,270.5,40650,268090,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2006,7.8,40.5,112.7,68.1,69.7,151.2,166.4,142.9,72.7,16,3.8,12.6,28.1,18.5,19.3,34.8,26.9,17,9.9,3.1,3.1,22.2,68.2,39.8,40.4,94.1,114,103.5,51.4,10.5,1241.9,569.5,412,466.2,478.1,369.5,236.1,164.3,193.2,293.5,710,11170,19240,30410,31110,65160,73160,60510,32560,7580,340,3480,4790,8280,8620,14990,11830,7200,4450,1460,275,6114,11638,17752,18027,40564,50121,43827,23053,4980,90,1570,2810,4380,4470,9610,11210,9490,5060,1140,90015,275583,170681,446264,446264,430846,439604,423430,448206,472789,SEER,2661139,48560,180572,101.5,67.9,18.2,268.9,40970,270100,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2007,7.5,40,115.5,69.2,70.6,149.5,165.6,144.2,72.7,15.4,3.6,12.8,29.1,19.1,19.8,34.2,26.5,17.4,10,3.1,2.9,21.7,69.6,40.2,40.7,93.2,113.7,104.2,51.4,9.9,1233.3,588.3,418.3,474.6,485.4,367.5,233.5,167.2,194.6,314.5,660,11080,20080,31150,31820,64260,73810,60680,32580,7080,320,3530,5060,8590,8910,14720,11830,7330,4480,1440,260,5996,12093,18089,18349,40055,50665,43847,23038,4578,80,1550,2920,4480,4560,9480,11320,9500,5060,1060,88957,276539,173816,450355,450355,429962,445735,420791,447946,460521,SEER,2655310,48710,180532,101.8,68,18.3,269.8,40980,270220,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2008,8,39.5,111.8,68.1,69.7,148.7,161.3,145.6,71.7,15.9,4.1,13.4,29.9,19.9,20.7,37.4,27.9,18,10.5,3.1,2.9,20.7,65.8,38.5,39.1,89.7,108.8,104.8,50.1,10.4,1434,645.5,454.1,516.2,529.4,416.3,256.7,172.3,209.1,301.6,710,10800,19980,30780,31480,63700,73100,61370,31780,7140,360,3650,5340,8990,9350,15990,12660,7610,4650,1410,254,5652,11758,17410,17664,38420,49309,44165,22227,4661,90,1500,2890,4380,4470,9280,11130,9590,4910,1070,88639,273205,178769,451974,451974,428234,453257,421577,443546,449921,SEER,2648509,51670,176446,101.4,66.6,19.5,292.8,40460,268570,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2009,6.2,35,103.6,62.4,63.6,138.4,152.4,142.9,70.4,16.7,3.3,11.5,26.7,17.6,18.2,33.6,24.8,16.8,9.9,3.5,2.1,18.6,61.8,35.9,36.3,84.5,104.2,103.7,49.6,10.8,1569,618.7,432.2,490.3,502.6,397.9,238,162.5,199.2,320.7,550,9490,18680,28170,28720,59510,69420,60970,30750,7370,290,3120,4820,7940,8230,14460,11300,7180,4320,1520,187,5045,11151,16196,16383,36336,47486,44226,21669,4745,70,1320,2710,4030,4100,8710,10630,9560,4770,1100,87717,271366,180316,451682,451682,430084,455510,426680,436665,440550,SEER,2641171,47020,170845,97.2,64.7,17.8,275.2,38870,256730,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2010,5.8,32,94.8,57,58.1,128.6,145.3,139.5,68.6,16.6,2.9,10.2,24,15.7,16.3,30.4,22.5,15.1,8.8,3.3,2.2,17.2,57,33.1,33.5,79.3,100.5,102.4,49.1,10.9,1332.6,594.1,420.7,475.1,486,383.6,224,147.5,179.8,300.3,510,8610,16880,25490,26000,55580,65830,60470,29280,7270,250,2760,4270,7030,7280,13150,10200,6550,3770,1430,190,4645,10153,14798,14988,34269,45516,44391,20951,4749,60,1200,2460,3660,3730,8170,10120,9530,4570,1090,86917,269361,178106,447467,447467,432136,452978,433611,426947,437396,SEER,2630535,42370,164864,92.9,62.7,16.1,257,37210,244440,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2011,4.6,28.6,85.6,51.3,52.2,123.5,143.5,139.6,70.9,16.5,2.4,9.2,22.5,14.5,15,30.6,22.7,15.7,9.2,3.3,1.6,15.4,50.7,29.5,29.8,74.9,98.8,102,50.7,10.7,1529.3,597.4,443.9,492.1,502.9,408.8,229.9,153.8,181,308.5,390,7600,15090,22680,23070,53840,64660,61490,29460,7260,210,2440,3970,6410,6620,13340,10230,6910,3810,1460,136,4091,8935,13026,13162,32638,44504,44911,21060,4719,50,1060,2180,3250,3290,7860,9920,9670,4590,1090,85918,265609,176209,441818,441818,435932,450603,440364,415688,439355,SEER,2623760,42360,160994,91.4,61.4,16.1,263.1,36440,239790,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2012,5.1,25.3,82.3,48,49,120.1,142.9,139.3,71.6,16.7,2.7,8.1,21.1,13.3,13.8,29.9,23.3,15.8,9.4,3.5,1.8,13.6,49.3,27.9,28.2,72.7,97.7,101.6,51,10.8,1529.9,593.5,427.3,476.2,489.2,411.6,238.3,155.6,184.5,324.3,440,6600,14260,20860,21290,52990,63850,61910,29450,7320,230,2110,3650,5760,5990,13200,10410,7030,3870,1530,151,3562,8536,12098,12249,32063,43672,45155,20993,4705,50,920,2070,3000,3050,7730,9770,9730,4590,1090,84652,261052,173252,434304,434304,441088,446798,444566,411301,437426,SEER,2615483,42020,158837,90.5,60.7,16.1,264.5,35970,236830,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2013,3.9,21.7,75.2,43.1,43.9,116.8,141.4,139.6,73.3,16.7,2,7,20.2,12.3,12.7,29.5,24.1,15.5,9.3,3.4,1.5,11.7,44.1,24.6,24.9,70.3,95.8,102.1,52.6,10.8,1343,602.9,457.6,498.9,508.7,419,251.2,151.5,176.6,313.2,330,5570,12830,18410,18740,51900,62800,62600,30180,7230,170,1800,3450,5250,5420,13090,10690,6940,3820,1470,124,2990,7535,10525,10649,31251,42541,45809,21643,4682,40,780,1850,2630,2670,7560,9580,9860,4710,1080,84260,256263,170768,427031,427031,444397,444264,448566,411717,432110,SEER,2608085,41430,156575,89.5,60,15.9,264.6,35460,233460,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2014,3,18.4,70.3,39,39.6,115.3,142.9,143.3,75.7,17,1.5,5.5,18.3,10.6,10.9,28.9,23.6,15.2,9.4,3.5,1.1,10.3,41.8,22.8,23.1,69.5,97.5,105.4,54.4,10.9,1418.4,529.1,437.2,462.3,471.5,416.3,241.8,144.6,173.4,322.4,260,4670,11720,16390,16640,51350,63300,64140,31340,7200,130,1390,3050,4430,4570,12890,10440,6820,3910,1490,93,2621,6970,9591,9684,30975,43178,47195,22535,4632,30,660,1700,2360,2390,7480,9680,10120,4900,1080,85430,253302,166588,419890,419890,445549,443020,447744,414175,423929,SEER,2594307,40120,158199,90.2,61,15.5,253.6,35650,233970,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IL,2015,2.6,17.4,63.5,35.5,36,112.3,144.7,145.5,76.3,17,1.2,5.2,15.6,9.3,9.5,27.2,24.5,15.4,9.3,3.1,1,9.7,38.6,21.1,21.3,68.6,98.1,107.1,55.1,11.4,1245.7,533.1,404.3,440.4,448.1,397.1,250.1,144.1,168.6,270.4,220,4390,10370,14760,14980,49560,63990,64460,31990,7020,100,1310,2550,3860,3960,12020,10850,6840,3890,1270,84,2458,6306,8764,8848,30279,43379,47451,23092,4690,30,620,1520,2140,2170,7260,9760,10170,5010,1060,84000,252613,163258,415871,415871,441508,442297,443022,419184,412642,SEER,2574524,38830,157739,90.1,61.3,15.1,246.2,35430,232000,Proportion of abortions had by each age-group based on supplemental data from state Department of Health.’s public API in March 2022, 3 Oct 2024
IL,2016,2.8,14.6,58.8,31.8,32.3,106.6,141.9,146.6,76.9,17.7,1.5,4.5,14.6,8.5,8.8,26.5,24,15.3,9.2,3.2,0.9,8,35.6,18.7,18.9,64.5,96.2,108.1,55.7,11.8,1590,566.7,411.2,451.8,462.8,410.8,249.6,141.4,164.5,269.3,220,3680,9440,13120,13340,46130,62920,64280,32520,7070,120,1140,2350,3490,3610,11470,10650,6710,3870,1270,76,2018,5711,7729,7805,27928,42669,47420,23547,4725,30,520,1380,1890,1920,6730,9600,10150,5100,1070,81434,251836,160594,412430,412430,432864,443537,438542,423051,399746,SEER,2550170,37590,154094,88.7,60.4,14.7,243.9,34580,226260,Proportion of abortions had by each age-group based on supplemental data from state Department of Health.’s public API in March 2022, 3 Oct 2024
IL,2017,2.3,13.3,56.3,30,30.5,104.4,136.7,143.5,76.8,17.8,1.3,4.2,14.8,8.3,8.6,26.4,24.2,15,8.7,3.3,0.7,7.2,33.3,17.4,17.5,62.8,91.7,105.9,56,11.8,1822.7,582,443.9,478.9,490,420.4,264.4,141.2,155.6,278.6,190,3310,8950,12270,12450,44250,61010,62160,32640,7020,110,1050,2350,3400,3510,11190,10820,6480,3700,1300,59,1799,5304,7103,7162,26618,40922,45863,23803,4662,20,460,1300,1760,1780,6440,9270,9820,5130,1060,81278,249215,159140,408355,408355,423866,446186,433056,425035,393922,SEER,2530420,37000,149030,86.8,58.9,14.6,248.2,33510,219530,Proportion of abortions had by each age-group based on supplemental data from state Department of Health.’s public API in March 2022, 3 Oct 2024
IL,2018,2.3,12.7,52.8,28.6,29,102.1,137.7,144.9,78.5,18.2,1.3,4.5,15.2,8.7,9,28.5,27.6,17.4,9.8,3.3,0.7,6.5,30.1,15.8,15.9,59,89.4,104.8,56.4,12.1,1732.8,700.3,504.9,553.3,564.3,482.7,309.1,166,174,274,190,3120,8450,11570,11760,42420,61350,62020,33470,7130,100,1110,2430,3540,3640,11830,12310,7450,4190,1300,60,1585,4814,6399,6459,24505,39836,44859,24056,4750,20,430,1210,1630,1660,6080,9200,9720,5230,1080,81386,245039,160119,405158,405158,415494,445431,428166,426589,392142,SEER,2512980,40720,144465,86.8,57.5,16.2,281.9,32970,218150,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health.’s public API in March 2022, excludes unknown", 3 Oct 2024
IL,2019,2.3,12.4,52.6,28.3,28.8,101.9,137,145.2,79.4,18.4,1.2,4.9,17.3,9.8,10.1,30.9,30.7,19.6,10.4,3.7,0.8,5.8,28,14.6,14.8,56.6,86,103.1,56.6,12,1410.3,849.8,617.4,673,681.2,546,357,189.7,183.7,305.7,180,3000,8410,11410,11600,41640,60630,61780,33700,7230,90,1200,2760,3960,4050,12630,13590,8320,4420,1440,66,1407,4476,5883,5949,23125,38069,43860,24039,4706,20,400,1170,1570,1600,5890,8970,9600,5250,1090,79705,242663,160019,402682,402682,408523,442731,425471,424635,393541,SEER,2497583,44450,139748,86.7,56,17.8,318,32390,216590,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health.’s public API in March 2022, excludes unknown", 3 Oct 2024
IL,2020,1.9,11.1,48.6,25.9,26.3,96.3,132.3,141.2,76.7,17.9,1,4.2,15.8,8.7,8.9,29.6,30.2,19.1,10,3.3,0.6,5.4,26.1,13.6,13.7,53.1,82.5,100.2,54.8,11.8,1615.3,765.1,605.2,644.1,653.1,558.5,366.2,190.4,181.7,280.5,150,2670,7590,10270,10410,38830,57620,59850,32200,7100,80,1000,2460,3460,3550,11950,13160,8080,4180,1320,50,1310,4069,5379,5429,21399,35948,42464,23002,4706,20,360,1060,1420,1440,5470,8510,9300,5020,1070,79545,240541,156150,396691,396691,403351,435501,423722,419823,397585,SEER,2476673,42250,132948,83.2,53.7,17.1,317.8,30810,206010,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health.’s public API in March 2022, excludes unknown", 3 Oct 2024
IN,1988,12.8,55,136.8,89.7,92,173.1,151.6,85.5,30.5,5.7,6.1,14.8,37.5,24.5,25.5,32.8,18,10.6,5.9,1.7,5,32.2,79.6,52.4,53.2,114.2,109.9,61.6,20,3.2,1217.9,459.3,471.4,467.1,479.5,286.9,163.4,171.8,291.8,530.1,480,6820,12540,19360,19850,37810,36060,19830,6410,1040,230,1840,3440,5280,5510,7160,4270,2450,1230,310,190,4000,7298,11298,11488,24945,26135,14276,4217,582,60,980,1800,2790,2850,5700,5650,3100,970,150,37713,124102,91676,215778,215778,218455,237811,231901,210349,181653,SEER,1295947,20930,81643,93.4,63,16.2,256.4,18420,120990,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
IN,1992,11.5,55.6,149.9,94.4,96.7,175.1,163,92.6,33.1,6.5,4.9,12.6,35.3,22,22.9,35.3,20.4,11.2,5.9,1.6,5.1,34.8,92.6,58.5,59.5,113.5,117.1,67,22.2,3.9,959.9,363.8,381.7,375.4,385.3,311.3,174,166.7,266,412.2,450,6530,12290,18820,19270,38900,34890,22080,7740,1360,190,1480,2900,4380,4570,7850,4360,2660,1380,340,201,4081,7587,11668,11869,25219,25077,15963,5187,825,60,960,1810,2770,2830,5830,5450,3460,1180,200,39276,117398,81963,199361,199361,222207,214083,238380,233624,211481,SEER,1319136,21170,84140,94.2,63.8,16,251.6,18950,124260,, 3 Oct 2024
IN,1996,10,51.3,137,86.1,88.1,169.6,152.6,101.6,37.4,7.4,3.9,10.9,29,18.2,19,30.8,18.1,10.4,5.3,1.6,4.8,32.8,87.6,55.1,56,113.1,110.6,75.1,26.3,4.7,808,331.4,330.8,331,339.1,272.4,163.6,138.2,202.8,343.1,430,6580,12000,18570,19000,34940,32690,22780,9250,1720,160,1390,2540,3930,4100,6350,3880,2330,1320,370,204,4204,7671,11875,12079,23301,23690,16851,6502,1090,60,980,1790,2770,2830,5290,5130,3600,1430,260,42687,128106,87575,215681,215681,206092,214201,224291,247519,232427,SEER,1340211,18340,83513,89.8,62.3,13.7,219.6,18540,120390,, 3 Oct 2024
IN,2000,6.5,39.1,118.7,72.4,73.7,172.4,169.6,109.5,42.4,8.8,2.7,7.1,19.7,12.4,12.9,25.2,17.7,9,4.8,1.6,3,26.1,80.8,49,49.6,120.6,125.1,83,31,5.8,903.7,272.9,243.9,252.8,260.4,209,141.4,108.7,154.4,271.8,280,5030,11000,16030,16310,36380,34030,22900,10140,2130,120,920,1830,2740,2860,5320,3550,1890,1140,390,128,3354,7492,10846,10974,25441,25104,17358,7402,1420,40,760,1680,2440,2480,5620,5380,3660,1590,320,43287,128694,92669,221363,221363,211041,200648,209193,239080,242926,SEER,1324251,15140,87699,92,66.2,11.4,172.6,19050,121890,, 3 Oct 2024
IN,2005,4.1,30.3,106,61,61.8,157.1,171.7,115.7,47.5,9.8,1.1,5.1,15.9,9.5,9.7,20.6,15.4,9.3,5,1.6,2.4,20.6,73.8,42.1,42.6,112,128.9,87.8,35.1,6.8,477.8,248.7,215.4,225.1,227.9,183.9,119.8,106.2,141.8,229.6,180,4060,9700,13760,13950,34960,34340,23480,10060,2340,50,690,1450,2140,2190,4580,3090,1890,1050,370,107,2758,6750,9508,9615,24931,25784,17829,7421,1613,30,620,1500,2120,2140,5440,5470,3760,1590,360,45502,134102,91501,225603,225603,222589,199981,202989,211705,238706,SEER,1301573,13180,87193,91.5,67,10.1,151.2,18760,119130,, 3 Oct 2024
IN,2006,5,29.7,104.6,59.7,60.7,160.9,170,117.1,49.3,9.5,1.7,4.8,14.7,8.8,9.1,19.9,14.6,9.1,5.4,1.6,2.6,20.4,73.7,41.8,42.3,115.9,128.3,89.2,36.1,6.4,670.5,233.4,200.1,209.8,215.3,171.6,113.4,102.4,148.4,251.3,220,4060,9600,13660,13890,35620,35010,23200,10540,2200,80,650,1350,2000,2080,4400,3000,1810,1150,370,115,2789,6760,9549,9664,25652,26424,17672,7729,1490,30,620,1490,2110,2140,5570,5580,3720,1660,340,44844,136914,91763,228677,228677,221392,205971,198022,213808,232741,SEER,1300611,12810,88631,92.6,68.1,9.8,144.5,19010,120450,, 3 Oct 2024
IN,2007,4.4,31.1,106.1,61.4,62.3,160.6,171.3,119.5,48,9.4,1.3,4.8,15,8.9,9.2,18.8,14.2,9.1,5,1.5,2.4,21.5,74.6,43,43.5,116.6,129.7,91.2,35.4,6.4,550.3,221.2,201.3,207.2,210.9,161.6,109.4,100.3,140.8,233.7,200,4280,9930,14210,14400,35330,35840,23470,10280,2120,60,660,1410,2060,2120,4140,2970,1800,1070,340,109,2962,6986,9948,10057,25642,27141,17912,7588,1456,30,660,1540,2200,2220,5540,5730,3760,1620,330,44500,137648,93624,231272,231272,219955,209192,196474,214322,226631,SEER,1297846,12440,89796,93.6,69.2,9.6,138.5,19200,121440,, 3 Oct 2024
IN,2008,4.8,29.2,100.3,58.6,59.5,157.9,168.6,117.9,48.1,9.6,1.5,4.7,13.5,8.4,8.7,19.3,14,8.9,4.7,1.5,2.6,20,71.2,41.2,41.7,114,127.7,90.2,35.7,6.7,591.9,235.1,190.2,203,207.5,169,109.7,98.2,132.8,219.7,210,3980,9690,13670,13880,34740,35580,23330,10270,2120,70,640,1310,1950,2020,4240,2950,1750,1010,320,114,2731,6876,9607,9721,25066,26940,17833,7630,1469,30,610,1510,2120,2150,5440,5680,3740,1630,330,44398,136634,96563,233197,233197,219949,211001,197785,213502,220222,SEER,1295656,12300,88659,92.6,68.4,9.5,138.7,18960,119920,, 3 Oct 2024
IN,2009,4.3,29.6,97.2,58,58.8,149.8,164.9,117.2,46.5,9.9,1.6,4.8,12.8,8.2,8.5,18.3,13.6,8.7,5,1.5,2.2,20.2,69.3,40.8,41.2,108,125,89.7,34.2,6.9,732,235.8,185.5,199.9,205.2,169.8,108.7,97,145,223.2,190,4000,9530,13530,13720,33280,34730,23440,9810,2120,70,650,1260,1900,1970,4080,2860,1740,1050,330,95,2741,6786,9527,9622,23995,26316,17941,7218,1466,30,610,1480,2100,2120,5210,5550,3760,1550,330,43925,135366,97971,233337,233337,222095,210545,200014,211181,213635,SEER,1290807,12020,86558,90.7,67.1,9.3,138.9,18510,117100,, 3 Oct 2024
IN,2010,4,26.4,90.2,53.1,53.8,139.3,161.9,116.9,47.6,10.1,1.3,3.9,12.3,7.4,7.6,17.4,13.5,8.5,5,1.6,2.1,18.5,63.9,37.5,37.9,100.2,122.5,89.6,35.1,6.9,648.6,209.2,192.1,197,201.7,173.2,110.5,94.9,142,237.3,170,3550,8720,12280,12450,31310,33790,23840,9850,2130,60,520,1190,1710,1770,3900,2830,1730,1030,350,91,2484,6181,8665,8756,22518,25569,18277,7263,1458,20,550,1350,1900,1930,4890,5400,3830,1560,330,44009,134497,96743,231240,231240,224816,208756,203916,206950,211838,SEER,1287516,11600,83841,88.1,65.1,9,138.4,17930,113370,, 3 Oct 2024
IN,2011,3.9,22.5,85.5,48.6,49.3,133.3,162.6,117.6,48.6,10.6,1.2,3,10.7,6.2,6.4,15.7,12.4,8.3,4.8,1.7,2.1,16,61.5,34.8,35.2,96.7,124.1,90.4,36.1,7.2,583.7,189.9,173.8,178.1,182.8,162.5,100.3,91.8,132.1,236,170,3000,8050,11050,11220,30670,33790,24410,9800,2260,50,400,1010,1410,1460,3610,2590,1720,960,360,93,2132,5785,7917,8010,22244,25788,18765,7282,1545,20,470,1260,1720,1750,4810,5420,3930,1550,350,43916,133390,94109,227499,227499,230034,207844,207508,201627,213399,SEER,1287911,10710,83634,87.1,64.9,8.3,128.1,17800,112150,, 3 Oct 2024
IN,2012,2.6,21.7,80.7,45.7,46.3,130.3,161.5,118.3,48.5,10,0.9,2.8,9.8,5.6,5.8,14.5,12.5,7.8,4.5,1.7,1.4,15.5,58.3,32.9,33.2,95.3,123.2,91.4,36.2,6.7,649.1,181.8,167.4,171.4,175.4,152.3,101.1,85.5,124.4,255.5,120,2880,7360,10230,10350,30750,33390,24740,9650,2130,40,370,890,1260,1300,3430,2570,1640,900,370,61,2056,5314,7370,7431,22482,25466,19121,7218,1436,20,450,1150,1600,1620,4840,5350,3990,1530,320,44154,132593,91150,223743,223743,235889,206698,209194,199154,213076,SEER,1287754,10200,83154,86.2,64.6,7.9,122.7,17650,111010,, 3 Oct 2024
IN,2013,2.4,19.4,75.1,41.9,42.4,127.7,160.7,117.6,51.1,10.1,0.4,2.8,8.6,5.2,5.2,13.9,12.3,7.8,4.5,1.4,1.6,13.6,54.7,30.2,30.6,93.6,122.6,90.8,38.4,7.1,236.4,208.8,156.4,170.4,171.1,148.7,100.5,86.3,118.3,196.9,110,2570,6780,9350,9460,30520,33310,24890,10200,2140,20,380,770,1150,1170,3330,2550,1660,910,300,72,1799,4943,6742,6814,22385,25415,19221,7665,1513,20,400,1070,1460,1480,4810,5340,4010,1620,330,44424,132675,90314,222989,222989,239038,207230,211597,199409,212124,SEER,1292387,9910,83013,85.5,64.2,7.7,119.4,17590,110520,, 3 Oct 2024
IN,2014,2.2,17,72.2,39.2,39.6,125.4,163.2,123.4,52,10.4,0.6,2.5,8.9,5.1,5.2,14,12.9,7.7,4.7,1.5,1.3,11.9,52,28,28.2,91.7,124.2,95.8,39,7.3,436.5,212.2,171.4,181.8,184.2,152.7,103.6,80.8,121.6,202.6,100,2270,6450,8710,8810,30150,34220,26070,10490,2190,30,340,800,1130,1160,3370,2700,1640,960,310,60,1581,4642,6223,6283,22039,26044,20225,7867,1539,10,350,1010,1360,1370,4740,5480,4210,1670,340,45308,133161,89266,222427,222427,240389,209666,211180,201617,209615,SEER,1294894,10130,83997,86.4,64.9,7.8,120.5,17810,111930,, 3 Oct 2024
IN,2015,2.5,15.7,68.1,36.5,37,123.6,164.2,125.4,53,10.7,0.7,2.1,8.7,4.7,4.9,14.4,12.7,7.8,4.9,1.6,1.4,11.2,48.8,26.1,26.4,89.8,125.1,97.4,39.7,7.5,499.9,187,178.6,180.8,184.2,160.7,101.7,80.2,122.8,212.1,110,2110,6020,8130,8240,29450,34860,26300,10850,2210,30,280,770,1050,1080,3440,2700,1640,1000,330,64,1499,4314,5813,5877,21389,26577,20420,8127,1539,20,330,940,1270,1280,4620,5590,4250,1730,340,44553,134383,88407,222790,222790,238233,212369,209731,204681,205397,SEER,1293201,10180,83929,86.5,64.9,7.9,121.3,17800,111920,, 3 Oct 2024
IN,2016,2.1,13.8,62.8,33.3,33.7,119.2,159.9,127.8,54.8,11.4,0.8,2,8.7,4.7,4.8,14.5,12.7,8.1,4.6,1.6,1,9.6,44.4,23.5,23.7,86,121.6,99.1,41.5,8.1,781.9,211.1,195,199,203.9,168.9,104.7,81.9,111,196.2,90,1860,5590,7460,7550,28040,34820,26750,11420,2290,40,270,770,1050,1080,3420,2770,1700,960,320,45,1300,3955,5255,5300,20237,26474,20733,8638,1614,10,290,870,1160,1170,4390,5570,4320,1820,350,43277,134826,89066,223892,223892,235279,217727,209230,208334,199653,SEER,1294115,10240,82996,85.7,64.1,7.9,123.4,17620,110860,, 3 Oct 2024
IN,2017,1.9,13.2,62.3,32.8,33.2,117.6,156.2,129.1,54.1,11.2,0.4,2.3,8.9,4.9,5,14.7,13.5,8.4,4.8,1.6,1.2,8.9,43.8,22.8,23.1,84.6,117.8,99.9,40.7,7.9,303.1,256.8,202.8,215.4,216.3,173.5,114.8,83.7,117.5,206.3,80,1760,5550,7320,7400,27250,34950,26930,11400,2220,20,310,790,1100,1110,3400,3020,1740,1010,320,54,1190,3901,5091,5145,19589,26354,20842,8577,1554,10,270,860,1130,1140,4260,5570,4340,1820,340,43493,133829,89162,222991,222991,231619,223693,208641,210834,197937,SEER,1295715,10610,82061,85,63.3,8.2,129.3,17470,110140,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 3 Oct 2024
